HoV,CAOLH_SumFlow,CAORH_SumFlow,LAOLH_SumFlow,LAORH_SumFlow,MIXP,AMBP,AMBT,R600_HD,R610_HS1,R611_HS1,R612_HS1,R613_HS1,R620_HS1,R620_HS2,R620_HS3,R621_HS1,R621_HS2,R621_HS3
CGAN_ASD812,268.80548,283.4285,165.17516,164.5285,3222.2139,101169.875,294.8446,160.00249,132.79636,139.36015,120.092766,122.37761,74.9041,37.969875,113.04918,74.887215,37.942406,112.938194
CGAN_ASD813,195.48831,206.89357,120.899284,120.95865,1795.4115,99886.39,294.9016,156.66333,136.07687,141.2388,121.21251,123.26253,78.87216,38.96688,113.04488,77.90911,38.967216,112.9551
CGAN_ASD814,234.84367,246.37454,148.53122,144.78003,2739.7588,102971.23,299.16364,157.83995,129.7887,134.80458,118.08363,120.059975,78.912636,38.999325,113.01194,77.944916,38.98891,113.00098
CGAN_ASD815,275.98425,283.53052,171.19531,165.69987,3447.625,101243.36,294.89417,155.77237,132.63966,139.81471,119.732704,122.39203,79.035736,39.006138,112.97555,77.99054,39.002907,113.03867
CGAN_ASD816,193.45955,205.7143,121.256744,118.45051,1640.8545,100381.984,295.99515,159.28462,132.9104,137.23253,119.03907,122.04375,74.83416,37.925346,113.05766,74.877335,37.949303,112.93609
CGAN_ASD817,232.82562,245.01416,146.32152,141.44144,2535.78,100701.07,296.70374,159.45502,132.08447,137.92967,119.42878,122.81295,74.9427,37.92827,113.05906,74.90868,37.960266,112.96931
CGAN_ASD818,268.11923,284.4194,171.24376,163.49017,3447.3855,100125.69,299.64618,158.35413,131.52652,139.04544,120.45737,124.38119,74.950325,37.94958,113.05455,74.87341,37.93719,112.988815
CGAN_ASD819,193.32109,205.07437,120.07388,120.24828,1762.8822,100667.41,296.39716,157.0808,133.36253,138.10094,119.729324,121.72858,78.82377,38.97137,113.03307,77.88358,38.9514,112.95938
CGAN_ASD820,240.83017,248.6174,146.74821,145.86894,2648.8408,100567.05,292.78967,156.08331,133.6642,139.85619,119.51354,121.71596,78.907234,38.976032,113.001465,77.926476,38.97132,113.004105
CGAN_ASD821,274.09122,282.26187,170.82251,165.53674,3450.6619,102364.875,296.31192,156.59213,129.90768,136.45699,118.04367,120.53208,79.01176,39.00965,112.97455,77.9809,38.998158,113.03895
CGAN_ASD822,185.76773,201.45685,124.4317,116.2229,1603.9005,102468.27,300.24805,158.57826,132.00629,134.07642,120.09177,122.3972,75.51208,38.17279,112.99256,75.21181,38.115707,112.93547
CGAN_ASD823,231.40033,243.40231,147.01215,141.32019,2542.8508,103181.586,296.9051,160.72821,130.55304,134.83911,118.202736,121.28791,75.06384,37.963963,113.03921,74.92047,37.997856,112.991295
CGAN_ASD824,269.8995,281.4479,171.37917,162.56621,3415.92,102566.25,298.33292,159.0354,129.59068,136.82573,118.381165,122.608444,75.18926,37.984398,113.02412,75.02159,38.002247,113.03852
CGAN_ASD825,200.65005,209.93057,122.28277,123.91685,1869.2555,101688.49,293.65707,157.28296,132.97852,138.08768,118.51695,120.30418,78.69628,38.93032,113.035416,77.79848,38.924034,112.967995
CGAN_ASD826,240.0061,249.71562,148.51245,145.77849,2702.9949,100032.33,294.398,155.80061,134.02234,140.18488,120.230804,122.665115,78.95213,38.983078,113.00905,77.92857,38.976864,112.99132
CGAN_ASD827,275.86508,284.1192,171.33556,166.10017,3459.7637,101163.17,294.73447,155.6229,131.94557,138.82474,119.23469,121.759384,78.95496,38.994804,112.97868,77.91642,38.977905,113.026024
CGAN_ASD828,188.57896,203.6953,121.85445,118.046684,1545.874,103106.39,296.47345,159.94617,136.39578,140.53047,122.03975,124.50527,75.23719,38.111393,112.96537,75.08794,38.056816,112.95222
CGAN_ASD829,237.1444,246.00543,145.5937,142.39629,2475.8306,102953.36,294.13818,160.28506,135.33112,141.5417,120.58687,123.60017,75.03496,37.948647,113.041985,75.01251,38.00747,112.9827
CGAN_ASD830,271.0287,284.53018,173.48932,163.14362,3489.2795,103218.586,299.70273,158.9691,133.53319,141.19533,121.186714,125.507576,75.14247,37.97577,113.03104,74.99626,38.008057,113.04336
CGAN_ASD831,195.16336,205.67932,120.70838,120.447914,1769.9862,100985.54,295.23218,157.36911,137.18616,142.9548,121.94363,124.02585,78.811935,38.96142,113.033165,77.87752,38.959175,112.969986
CGAN_ASD832,234.95612,248.94235,150.07796,144.53052,2758.4316,100798.26,299.18323,156.91676,135.19997,140.86278,122.09236,124.42379,79.04991,39.01686,113.024284,78.002304,39.019913,112.98182
CGAN_ASD833,274.1883,285.69885,173.5042,165.67317,3501.3447,100383.61,297.32892,156.14911,135.7295,142.9097,122.64693,125.50953,79.163925,39.028168,112.98829,78.03321,39.03308,113.01827
CGAN_ASD834,191.26964,201.38408,117.28175,117.95835,1529.8435,100889.18,293.29703,160.22482,127.47288,130.67468,114.67627,116.65795,74.800896,37.941666,113.05004,74.88018,37.948273,112.91463
CGAN_ASD835,225.68066,239.57451,146.27861,140.22057,2516.6475,103357.016,298.38232,160.42813,125.46347,127.09128,115.02082,117.32274,75.23686,38.045372,113.027985,75.00644,38.04828,112.96579
CGAN_ASD836,266.21494,282.69238,171.33531,162.95987,3457.6992,103148.37,301.28558,159.9753,123.314224,127.0363,114.678116,118.1555,75.05832,37.988914,113.04405,74.88776,37.981384,113.00952
CGAN_ASD837,193.96504,202.46956,121.81768,119.91324,1760.7808,102591.76,299.151,157.95573,123.53119,127.33117,114.61331,116.35093,79.17853,39.064445,113.00381,78.136566,39.021923,113.00543
CGAN_ASD838,239.67682,248.15068,146.60155,145.92021,2669.5176,100378.78,293.81378,155.48532,128.63841,133.8497,116.29978,118.52945,78.88061,38.97885,113.0006,77.90225,38.951,112.993095
CGAN_ASD839,269.95438,281.30563,171.19406,164.94241,3499.7078,102056.1,299.6362,156.04564,124.15013,129.07077,114.91681,117.31055,78.9989,39.02652,112.98317,77.96248,38.985523,113.01391
CGAN_ASD840,200.20067,211.23996,122.18661,120.687645,1662.879,101262.016,294.13226,157.95906,142.77165,150.29756,125.04497,127.499115,74.88367,37.99684,113.03039,74.99586,37.99346,112.92443
CGAN_ASD841,236.92339,249.18633,146.63197,142.4729,2582.362,101994.6,295.52484,158.11688,142.2149,150.27075,125.63666,128.64285,75.0185,37.960644,113.06404,75.03496,38.01195,112.96177
CGAN_ASD842,273.68262,285.51007,175.12299,162.73363,3569.2021,103717.98,299.64813,156.95251,140.00714,150.14888,125.37863,130.21935,75.316895,38.0069,113.02231,75.16164,38.062508,113.072205
CGAN_ASD843,192.35593,206.68251,122.320465,118.53446,1736.8558,101198.72,299.85892,156.75806,140.72122,147.61418,126.26069,128.93427,78.81965,38.97188,113.00626,77.83127,38.93521,112.97564
CGAN_ASD844,237.85883,250.322,151.17424,144.53531,2784.412,100449.914,297.73395,156.27261,141.39955,148.74467,126.0793,128.71138,79.14135,39.015606,113.02262,78.053696,39.048622,112.99963
CGAN_ASD845,275.3216,286.07623,174.93637,165.28098,3575.8809,101518.75,298.21732,155.53485,139.59618,147.93813,125.16168,128.0525,79.18024,39.03664,112.992065,78.08681,39.062374,113.03962
CGAN_ASD846,195.21004,207.7138,122.69488,118.36789,1664.4758,100385.09,296.52216,158.89984,137.1081,142.59383,121.79002,125.14647,74.88384,37.947815,113.06634,74.94224,37.976418,112.93303
CGAN_ASD847,234.48335,245.842,141.5379,142.84714,2333.6934,101635.72,292.53415,161.01125,136.64622,142.08531,120.99816,123.10776,75.005905,37.98269,113.071686,75.05149,38.00753,112.913
CGAN_ASD848,270.8672,282.5654,169.50078,162.84055,3324.9885,103193.32,296.42734,159.82812,134.29309,141.8763,120.77305,124.41618,75.19519,37.99676,113.03218,75.07503,38.02766,113.012794
CGAN_ASD849,192.29057,205.40437,120.59978,119.53572,1700.3662,102487.89,298.4181,158.23694,134.58324,139.99968,121.46534,123.628174,78.769745,38.954803,113.01671,77.813545,38.916355,112.96753
CGAN_ASD850,241.7852,252.14822,146.29572,146.6922,2633.817,100674.75,292.03772,156.67682,138.53143,144.79535,122.32281,123.9907,78.91745,38.99459,113.026825,77.95978,38.997856,112.967354
CGAN_ASD851,276.42545,283.96582,171.38615,165.75345,3436.5605,101940.24,294.13208,156.52142,135.62007,143.50235,121.331085,124.04771,79.083084,39.011936,112.97878,78.01893,39.01969,113.03964
CGAN_ASD852,188.61398,204.12369,120.99278,120.585594,1792.2518,100803.38,298.03613,160.04396,120.9994,120.48966,111.84862,113.011795,74.994415,38.01955,113.07023,74.82594,37.981365,112.92311
CGAN_ASD853,228.22574,238.64775,140.03856,140.01616,2325.8682,100929.18,294.00336,160.46545,118.307846,121.1068,109.82796,112.04998,74.74875,37.90528,113.05323,74.767166,37.8908,112.93071
CGAN_ASD854,260.32144,277.08417,162.3089,161.4613,3029.4072,100837.664,295.01562,162.43988,116.338104,119.342705,109.22305,111.73806,74.75381,37.947823,113.048935,74.85489,37.895428,112.93809
CGAN_ASD855,194.06644,202.1618,117.51472,121.88723,1768.7977,101464.69,295.30286,156.3865,121.08021,122.904564,110.38955,111.957886,78.59996,38.947517,113.03318,77.7568,38.886555,112.94897
CGAN_ASD856,233.56616,244.31544,144.57484,145.24141,2618.2808,101458.26,296.54175,156.88057,117.68048,120.043015,109.22676,110.902794,78.64946,38.965595,113.00593,77.760284,38.885963,112.96257
CGAN_ASD857,272.70776,278.57596,166.2842,165.43097,3310.566,101967.87,293.46588,155.94656,118.135994,122.33414,109.05893,111.146774,78.68946,38.972614,112.96651,77.79445,38.894436,113.01542
CGAN_ASD858,194.386,207.06035,121.28015,120.384865,1612.8262,102493.7,294.5453,160.64452,134.63658,139.3296,119.84412,122.02496,74.99804,38.044903,112.996574,74.99869,38.01586,112.943855
CGAN_ASD859,234.90936,246.15503,147.81517,141.72299,2584.6746,101475.07,296.82446,159.18567,134.11693,140.68643,120.6894,124.351685,75.00815,37.934944,113.05289,74.95844,37.982376,112.98954
CGAN_ASD860,270.00665,286.38544,173.94055,163.64973,3540.6135,103380.336,301.31354,158.91815,132.22673,138.61679,120.560905,124.52246,75.216515,38.016285,113.04354,75.046196,38.03839,113.027794
CGAN_ASD861,194.14282,206.32155,121.133965,120.28828,1780.1104,99914.01,295.98883,156.8641,136.99472,142.44177,122.2126,124.41545,78.84663,38.967834,113.036804,77.87588,38.958717,112.95567
CGAN_ASD862,235.21788,246.90637,149.09099,144.54195,2747.8691,102228.234,298.96115,157.36276,131.9008,137.30788,119.61076,121.71045,78.93812,38.999645,113.015564,77.95529,38.996674,112.998985
CGAN_ASD863,274.71655,284.67166,172.76811,165.67525,3490.054,100842.94,296.74078,156.01385,133.88907,140.9627,121.184814,123.94762,79.08967,39.015453,112.982956,77.99882,39.01508,113.02686
CGAN_ASD864,185.37729,200.86963,121.87566,117.17733,1525.419,102399.9,297.50604,160.44476,131.33344,133.10197,119.057526,121.328285,75.26432,38.08876,112.98941,75.02952,38.044502,112.9309
CGAN_ASD865,231.89973,247.44589,150.09285,142.8055,2636.3496,100995.82,299.1371,161.00279,129.49352,133.87143,118.42006,121.97071,74.83693,37.90282,113.062164,74.74644,37.92476,112.975006
CGAN_ASD866,270.79654,287.54004,174.26457,165.1593,3508.8691,102531.734,300.8644,160.54614,127.7305,132.95015,117.6718,121.513824,75.05205,37.973087,113.0473,74.90564,37.98135,113.011734
CGAN_ASD867,195.5627,208.46269,121.978966,122.11758,1816.5245,99987.23,295.80438,157.44586,133.37729,137.6192,119.55768,121.490135,78.830605,38.966743,113.04798,77.878525,38.953728,112.94173
CGAN_ASD868,236.20508,250.36647,150.30757,146.19763,2750.9053,100588.66,298.81113,157.56932,130.4171,134.9309,118.85977,121.08008,78.99074,39.008358,113.01807,77.949524,38.989655,112.97124
CGAN_ASD869,272.5728,284.1679,173.45825,166.37793,3539.3323,102721.4,299.92426,157.16017,126.91634,132.23834,116.74183,119.048035,78.97934,39.02733,112.986275,77.97743,39.000015,113.020874
CGAN_ASD870,196.01532,209.15727,121.4182,122.51763,1594.766,101629.086,293.2755,162.91405,129.6187,132.68849,116.16005,117.87541,74.72601,37.953693,113.03329,74.80661,37.939137,112.90837
CGAN_ASD871,234.80875,247.36719,144.19081,144.05994,2373.0247,100689.016,293.8926,163.05067,129.59152,133.47902,117.084335,119.49475,74.89476,37.93038,113.06452,74.89062,37.95581,112.924736
CGAN_ASD872,269.7542,284.97424,169.67082,165.36829,3284.4,100705.32,296.83377,162.1423,128.44038,134.10233,117.67676,120.95174,74.962814,37.951645,113.04624,74.86966,37.942818,112.96961
CGAN_ASD873,195.02695,207.37013,121.04169,122.2562,1741.8424,101874.484,296.7303,159.07007,129.40121,133.03763,117.23899,118.89733,78.65876,38.93926,113.03334,77.774666,38.901554,112.95142
CGAN_ASD874,234.04147,248.33954,149.11562,145.67615,2696.3257,101317.484,299.3026,158.80347,128.33606,132.1561,117.43214,119.371506,78.90762,39.002647,113.01999,77.918274,38.9772,112.96828
CGAN_ASD875,278.034,285.80588,170.47935,168.22528,3375.663,101784.76,292.73083,157.85126,129.89296,135.95815,117.28491,119.43908,78.80723,38.97089,112.97132,77.82821,38.940113,113.020226
CGAN_ASD876,198.65244,209.47926,124.182465,119.01823,1671.3627,103072.14,296.3057,157.99203,146.77483,154.78406,128.32368,131.37437,75.33527,38.127655,112.97679,75.263794,38.12388,112.99284
CGAN_ASD877,235.42804,250.13638,153.02446,141.08801,2762.694,102146.66,300.4276,156.78206,146.02437,155.82034,129.47607,134.16637,75.25358,38.011864,113.031654,75.127335,38.061096,113.03116
CGAN_ASD878,278.26892,290.53082,168.44022,167.23886,3331.7878,103848.36,293.27856,159.10757,144.33435,153.53236,126.97448,129.21115,75.05839,38.004757,113.037056,75.06891,38.02333,112.96634
CGAN_ASD879,199.02052,209.25803,123.5067,121.40241,1804.0771,101159.86,294.70145,157.82892,145.97089,154.09682,127.95044,130.45052,78.90953,38.97305,113.01342,77.91232,38.989613,112.99399
CGAN_ASD880,241.96112,252.74254,152.6384,146.62962,2819.31,102425.75,297.0293,157.83827,142.70828,150.69719,126.55444,129.09268,79.10704,39.003597,113.01154,78.045364,39.049824,113.02424
CGAN_ASD881,284.23032,292.78656,174.58546,169.68138,3534.792,102610.67,293.27173,157.48631,143.69444,152.75072,126.687584,129.05597,79.09973,39.008396,112.985115,78.02974,39.047104,113.03721
CGAN_ASD882,195.08762,209.41676,124.48178,120.53338,1700.3544,100712.805,297.2806,160.45784,134.01898,137.64967,120.36763,123.34316,75.00409,37.994682,113.04628,74.93576,37.9956,112.93883
CGAN_ASD883,235.94656,248.01985,149.00204,143.40076,2573.2273,101912.29,296.70715,161.13216,132.43863,137.77283,119.63947,123.06049,74.93566,37.918602,113.04783,74.86984,37.963715,112.98684
CGAN_ASD884,272.96057,287.4281,174.49149,165.22156,3495.0957,102562.586,299.67047,160.22025,130.9294,137.6292,119.647896,123.784485,75.08458,37.964893,113.03465,74.944916,37.98783,113.03007
CGAN_ASD885,193.76616,207.58768,121.94924,121.0047,1740.1876,101230.3,298.7766,158.2737,132.61267,137.162,120.4443,122.55608,78.74572,38.953247,113.01844,77.79467,38.910225,112.95929
CGAN_ASD886,239.55252,249.68916,149.37189,146.8517,2717.3074,102318.25,296.5191,158.39934,131.56432,136.98114,118.8593,120.9097,78.887375,38.98163,113.00434,77.91718,38.97697,113.00449
CGAN_ASD887,276.96622,285.53217,172.90817,167.5577,3482.1895,102780.71,296.33176,157.89067,130.69672,137.24893,118.640434,121.0817,78.967575,38.99856,112.97215,77.94472,38.990208,113.04017
CGAN_ASD888,192.58215,206.93652,120.7388,120.19164,1568.2949,102102.24,295.0603,161.53506,133.0994,136.43127,119.21945,121.41816,75.112015,38.062984,113.008064,75.04762,38.03467,112.93679
CGAN_ASD889,237.78072,247.48575,145.98494,143.94873,2454.975,102088.59,294.02863,161.68826,131.6746,136.68431,118.392914,121.22368,74.95967,37.932102,113.04395,74.93675,37.9775,112.96869
CGAN_ASD890,272.441,285.1603,172.88602,164.72629,3423.402,101953.336,298.21735,160.25119,130.35175,137.41888,119.10224,123.236725,75.09825,37.96185,113.02698,74.95843,37.98018,113.02846
CGAN_ASD891,202.04053,212.1367,123.07504,125.46495,1860.6155,101908.43,293.78848,158.7252,132.80446,137.48964,118.501976,120.16697,78.70988,38.933903,113.031815,77.8121,38.929455,112.967575
CGAN_ASD892,240.74951,249.79471,148.71925,147.54535,2699.5037,103055.63,295.5556,158.84328,130.24263,135.60683,117.59268,119.559006,78.84288,38.97223,112.99714,77.89006,38.962193,113.01061
CGAN_ASD893,279.34027,286.0408,171.94312,168.35825,3447.1367,103023.89,294.1081,157.9101,130.43529,137.25775,117.841324,120.27264,78.9243,38.98467,112.9634,77.91691,38.973248,113.0474
CGAN_ASD894,197.55173,208.21692,121.27123,121.12156,1587.3123,101129.97,293.18842,161.50133,132.54276,136.48622,117.95653,119.760445,74.84047,37.962296,113.05023,74.90431,37.97354,112.90612
CGAN_ASD895,227.00613,246.18173,151.14519,142.28604,2632.8748,103206.6,300.91345,161.04846,131.61633,133.2509,119.50913,121.516495,75.32079,38.09357,113.04967,75.0853,38.105274,112.93226
CGAN_ASD896,270.94543,286.76624,164.53223,166.94273,3174.9668,100776.6,293.41473,161.51276,132.04335,137.68309,119.3197,120.901245,74.90416,37.98743,113.058495,74.90558,37.946564,112.901344
CGAN_ASD897,198.45578,208.84743,121.99715,122.57321,1814.9902,100291.84,293.935,157.20567,135.03288,140.04141,120.17038,122.097694,78.773,38.948517,113.044106,77.857414,38.94621,112.95733
CGAN_ASD898,241.03058,250.35704,149.38191,146.80074,2715.934,101064.195,294.9907,157.03624,132.44455,138.19429,119.18364,121.38928,78.87963,38.977116,113.0066,77.90997,38.970234,112.999146
CGAN_ASD899,277.6714,286.6209,173.50009,167.45445,3499.0188,101211.93,295.7186,156.50394,131.62166,138.31708,119.2902,121.92219,78.99725,39.00299,112.97804,77.95372,38.99159,113.02802
CGAN_ASD900,198.40863,210.30145,123.19927,121.79852,1616.212,102003.83,294.1549,161.5506,136.42412,141.17047,120.84987,122.92046,74.92377,38.00855,113.01781,74.94394,38.000687,112.92862
CGAN_ASD901,235.63861,251.57266,144.10483,145.03403,2448.9373,99818.43,294.1891,160.96513,137.55461,143.26999,122.67067,124.59428,74.81817,37.940205,113.087105,74.88924,37.95003,112.88703
CGAN_ASD902,273.8492,287.57947,170.17044,166.22128,3335.2683,102132.32,295.77548,160.82468,134.90256,142.2003,121.56322,124.63608,75.01641,37.969734,113.03844,74.95117,37.977276,112.98076
CGAN_ASD903,198.90009,210.01878,122.51745,122.39477,1800.3737,99501.47,293.44946,157.36899,139.8867,145.67793,123.54282,125.65814,78.87626,38.957325,113.04772,77.910385,38.974678,112.95649
CGAN_ASD904,240.19737,250.46973,150.04129,146.84943,2722.5835,102179.2,296.22223,158.54543,134.53647,140.56085,120.844154,123.000885,78.92003,38.98167,113.007095,77.930664,38.988884,113.00574
CGAN_ASD905,279.15063,287.19574,173.50276,167.73567,3475.932,101686.02,294.67093,157.297,135.15292,142.66768,121.42685,124.08614,79.02336,38.99817,112.974495,77.97298,39.00539,113.04081
CGAN_ASD906,194.31161,205.23392,119.71935,120.51686,1590.4761,101561.37,293.3477,161.44553,126.99357,129.91586,114.532364,116.4684,74.75506,37.936325,113.03679,74.82178,37.936123,112.922775
CGAN_ASD907,236.9343,243.93437,144.17804,143.46024,2387.7217,102914.09,292.90198,162.23218,125.46113,129.02019,113.874825,116.51544,74.97862,37.93713,113.025955,74.92641,37.97147,112.9803
CGAN_ASD908,269.1807,282.737,164.11838,165.72606,3143.33,101019.94,293.5954,161.7232,126.100105,130.69824,115.38988,117.283905,74.88596,37.971645,113.0408,74.85614,37.926334,112.9275
CGAN_ASD909,194.74152,206.56204,120.960205,122.13489,1812.7635,101370.81,296.87445,157.6411,127.34162,130.59158,115.61677,117.24733,78.7211,38.957256,113.03942,77.835396,38.923714,112.951805
CGAN_ASD910,242.24168,249.62178,147.34227,147.3184,2669.7598,100967.13,293.10745,156.39955,128.1258,133.25053,115.71916,117.798225,78.80859,38.967426,112.99583,77.87848,38.94081,113.00186
CGAN_ASD911,276.65378,284.02747,171.17519,167.34639,3458.4329,102282.516,295.39844,156.57741,125.38057,131.04376,114.71961,117.066154,78.889786,38.993813,112.968216,77.909645,38.959106,113.03393
CGAN_ASD912,205.29471,215.91527,125.60648,124.38978,1721.0287,101736.39,293.41064,159.80045,142.03883,149.27881,124.37523,126.59589,74.903595,38.00905,113.01609,74.998375,38.002476,112.92871
CGAN_ASD913,235.5946,249.3756,151.16399,142.6487,2668.5657,103775.01,298.0678,159.51257,142.24191,149.24289,126.23254,129.77866,75.42528,38.061665,113.02852,75.21411,38.117065,113.01477
CGAN_ASD914,275.12372,291.59268,177.19888,165.52211,3645.503,101439.836,300.7901,157.43555,140.848,150.97937,126.69319,131.3538,75.14523,37.97835,113.05102,75.03528,38.00941,113.028915
CGAN_ASD915,196.11176,207.58174,122.64576,120.414444,1770.1399,100545.94,295.95044,157.79912,143.00748,150.05034,126.36044,128.83284,78.866516,38.969555,113.02182,77.89101,38.97626,112.97896
CGAN_ASD916,245.6251,254.19025,151.09174,147.65878,2742.5762,101132.39,293.37482,157.34198,142.36467,150.357,125.58091,128.06435,79.0397,38.984997,113.008606,78.011116,39.025555,113.01575
CGAN_ASD917,277.68985,288.84158,176.52386,167.09149,3595.9397,101731.414,298.20718,156.63754,139.47334,147.58018,125.13214,127.94938,79.14975,39.030933,112.98962,78.06623,39.056625,113.0391
CGAN_ASD918,195.00601,207.8473,121.44977,118.909645,1568.8313,101021.086,295.35028,160.87009,137.47684,142.01825,121.762505,124.60312,74.96807,37.975266,113.059814,74.99026,38.00658,112.921394
CGAN_ASD919,235.82065,250.0412,149.07684,143.03812,2588.4163,100767.055,297.1074,160.37665,136.61906,143.08765,122.30666,125.838455,75.02664,37.946175,113.074875,74.99346,37.999302,112.960266
CGAN_ASD920,274.2316,285.7673,171.68799,164.80344,3352.8572,103422.37,296.2631,161.06769,134.19437,141.55467,120.70697,124.450455,75.21336,37.99321,113.027435,75.08005,38.034008,113.02086
CGAN_ASD921,193.55252,207.21019,121.6978,120.49191,1748.115,100174.984,296.3314,158.16664,138.63261,144.09613,123.30496,125.53015,78.88083,38.980587,113.03826,77.90172,38.971832,112.948395
CGAN_ASD922,238.09549,249.61807,149.69931,145.65787,2707.8403,101300.94,296.51154,157.95453,135.81033,141.82388,121.729034,123.97823,79.02019,39.006214,113.01765,78.005196,39.016876,112.99323
CGAN_ASD923,278.61725,292.96524,170.37782,169.68947,3406.7344,100458.49,292.9411,157.4671,138.32568,143.92975,123.00993,124.11263,78.86757,39.01571,113.018166,77.89008,38.99217,112.94598
CGAN_ASD924,186.21663,198.55348,117.15344,117.58959,1619.378,101222.21,295.56915,160.13957,120.56024,121.05448,111.080505,113.04825,74.99525,37.976406,113.0562,74.901764,37.96932,112.9347
CGAN_ASD925,224.29436,241.62482,145.91066,142.17786,2489.809,102127.61,299.25705,162.25764,116.70551,115.46706,109.409485,111.17776,75.07997,38.03762,113.04962,74.889595,37.99689,112.914276
CGAN_ASD926,265.35565,276.8068,165.53699,163.30275,3138.8718,101295.734,295.55554,163.11351,115.35156,118.11466,108.548195,111.705696,75.04494,37.969738,113.02223,74.88408,37.934643,112.98504
CGAN_ASD927,196.25777,203.3628,118.66032,123.60051,1780.5945,101924.0,295.53754,157.57098,121.34605,122.58124,110.51956,112.12364,78.597145,38.943985,113.02797,77.741425,38.89135,112.95597
CGAN_ASD928,239.06615,246.79875,144.95241,146.97946,2607.2056,101219.08,293.3971,156.65025,119.52345,122.71341,109.74529,111.48777,78.63476,38.955887,112.997055,77.76943,38.882637,112.97732
CGAN_ASD929,275.5616,284.67548,169.10605,168.11264,3364.376,100748.0,293.65472,156.51648,119.56842,123.390305,110.52722,112.5895,78.63613,38.953888,112.97073,77.71683,38.87462,112.99236
CGAN_ASD930,185.48802,200.54301,124.47967,115.48312,1509.3813,102902.805,300.24588,159.77605,134.39684,137.70247,122.18906,124.80447,76.18086,38.336582,112.97696,75.71002,38.265408,112.94692
CGAN_ASD931,239.72194,249.10841,145.48479,144.85028,2441.0151,102620.766,292.94434,161.78923,134.16527,139.54259,119.73796,122.225845,74.958664,37.939598,113.04444,74.96094,37.987335,112.95925
CGAN_ASD932,274.90793,285.3042,173.40843,165.22592,3417.4521,103777.62,297.12314,160.84773,131.82912,139.06735,119.65236,123.74391,75.12161,37.95966,113.009224,74.96474,37.994804,113.05214
CGAN_ASD933,193.73335,205.51242,123.23429,119.485794,1693.8108,102189.03,300.30096,158.61809,131.85123,137.17569,120.984146,123.20729,79.0295,39.028366,112.99222,77.99333,38.9763,112.99676
CGAN_ASD934,242.99844,251.44016,149.59306,147.6453,2705.4387,101773.77,294.07733,157.95253,134.50923,140.83925,120.36645,122.57386,78.867134,38.964836,112.99987,77.89306,38.968678,113.010925
CGAN_ASD935,278.3912,290.1882,171.7714,169.03387,3441.19,100508.77,293.72482,157.11514,135.66086,141.69781,121.75895,123.455826,78.82803,38.98484,112.99417,77.822784,38.96151,112.98528
CGAN_ASD936,193.81883,206.91234,120.71916,120.11558,1548.9178,101212.984,294.74048,162.47406,131.63303,134.2022,118.02095,120.26404,74.960045,37.979767,113.051414,74.934204,37.992626,112.91648
CGAN_ASD937,235.31683,251.3703,144.42241,145.89957,2431.6575,99915.79,293.92087,162.43925,131.76479,135.85815,118.59593,120.46952,74.892334,37.945942,113.07577,74.91524,37.95606,112.89505
CGAN_ASD938,273.60638,287.88928,171.83528,166.96469,3362.0293,101271.43,296.76532,161.83232,129.20006,135.21756,118.14907,121.52038,75.06802,37.974003,113.037224,74.94682,37.972492,112.98617
CGAN_ASD939,195.9756,208.94215,122.71658,122.830025,1785.674,101815.76,297.80807,159.04039,130.00743,133.7959,118.02513,119.812836,78.69,38.947826,113.02829,77.791985,38.90996,112.95632
CGAN_ASD940,243.81853,252.67703,149.84602,148.73068,2703.2966,101389.24,293.90375,158.06635,131.18298,136.58179,118.03183,120.11818,78.830734,38.96854,112.99971,77.88406,38.955715,113.00036
CGAN_ASD941,274.81647,286.7681,174.97328,168.2165,3559.8906,103274.98,300.04144,158.44257,126.469635,131.52293,116.45607,118.65347,78.93209,39.01978,112.98324,77.94801,38.99103,113.0216
CGAN_ASD942,197.80864,211.73553,122.80434,124.09958,1607.8933,101709.3,293.2068,163.91069,130.05939,132.76295,116.49156,118.033905,74.76771,37.97111,113.03129,74.82112,37.951813,112.903786
CGAN_ASD943,238.23564,249.17635,147.06914,145.76085,2419.8655,102827.62,293.7907,164.66148,128.50581,131.71388,116.225815,118.84201,74.89258,37.91526,113.039635,74.83711,37.956676,112.9648
CGAN_ASD944,275.54337,286.37772,170.02919,167.39279,3210.056,102969.38,294.11176,164.5005,127.36726,132.24223,116.01936,119.05854,75.05946,37.960682,113.0185,74.94403,37.981426,112.99617
CGAN_ASD945,198.06047,209.01599,122.298004,123.89982,1746.2483,102484.37,295.61832,160.49045,129.37746,133.11595,116.91184,118.476364,78.70362,38.950684,113.02659,77.81188,38.91963,112.96349
CGAN_ASD946,239.48895,250.76927,149.41858,147.95415,2674.1807,102065.08,296.3802,159.68765,128.62321,132.87175,116.81823,118.6366,78.79134,38.97481,113.00746,77.863716,38.952118,112.98586
CGAN_ASD947,278.42926,287.40393,172.82367,168.9591,3426.7607,101919.48,294.9092,158.71666,128.88907,134.58777,117.136955,119.42262,78.88182,38.98916,112.97356,77.897354,38.965553,113.02259
CGAN_ASD948,203.40283,213.76918,125.90749,120.825424,1700.922,101858.664,295.67798,158.0417,147.1029,155.8208,128.28694,131.99033,75.18271,38.055847,113.00283,75.20789,38.073376,112.9794
